Exercise ID,Title (RU),Instructions (RU),Tips (RU),SQL Update Instructions,SQL Update Tips
38,"Прыжки с поворотами","Встаньте прямо, ноги на ширине плеч | Сделайте прыжок вверх | Во время прыжка повернитесь на 180 градусов | Приземлитесь мягко на обе ноги | Сразу повернитесь обратно и повторите","Приземляйтесь на полусогнутые ноги | Работайте руками для баланса | Начинайте с небольших поворотов | Следите за техникой приземления",UPDATE exercises SET instructions_ru = '[\"Встаньте прямо, ноги на ширине плеч\",\"Сделайте прыжок вверх\",\"Во время прыжка повернитесь на 180 градусов\",\"Приземлитесь мягко на обе ноги\",\"Сразу повернитесь обратно и повторите\"]' WHERE exercise_id = '38';,UPDATE exercises SET tips_ru = '[\"Приземляйтесь на полусогнутые ноги\",\"Работайте руками для баланса\",\"Начинайте с небольших поворотов\",\"Следите за техникой приземления\"]' WHERE exercise_id = '38';
39,"Быстрые передачи мяча","Встаньте лицом к стене на расстоянии 2-3 метра | Быстро передавайте мяч в стену | Ловите отскок и сразу передавайте обратно | Работайте обеими руками | Выполните 30-45 секунд","Используйте правильную технику передачи | Следите глазами за мячом | Работайте быстро, но точно | Держите руки расслабленными",UPDATE exercises SET instructions_ru = '[\"Встаньте лицом к стене на расстоянии 2-3 метра\",\"Быстро передавайте мяч в стену\",\"Ловите отскок и сразу передавайте обратно\",\"Работайте обеими руками\",\"Выполните 30-45 секунд\"]' WHERE exercise_id = '39';,UPDATE exercises SET tips_ru = '[\"Используйте правильную технику передачи\",\"Следите глазами за мячом\",\"Работайте быстро, но точно\",\"Держите руки расслабленными\"]' WHERE exercise_id = '39';
40,"Бег спиной вперед","Начните с медленного бега спиной вперед | Часто оглядывайтесь через плечо | Держите центр тяжести низко | Работайте руками для баланса | Выполните 20-30 метров","Начинайте очень медленно | Всегда проверяйте пространство за собой | Держите колени слегка согнутыми | Не торопитесь с увеличением скорости",UPDATE exercises SET instructions_ru = '[\"Начните с медленного бега спиной вперед\",\"Часто оглядывайтесь через плечо\",\"Держите центр тяжести низко\",\"Работайте руками для баланса\",\"Выполните 20-30 метров\"]' WHERE exercise_id = '40';,UPDATE exercises SET tips_ru = '[\"Начинайте очень медленно\",\"Всегда проверяйте пространство за собой\",\"Держите колени слегка согнутыми\",\"Не торопитесь с увеличением скорости\"]' WHERE exercise_id = '40';
41,"Приседания с весом","Встаньте прямо, ноги на ширине плеч | Возьмите гантели или штангу | Приседайте до параллели с полом | Вставайте, используя силу ног | Выполните 3-4 подхода по 8-12 повторений","Держите спину прямой | Не округляйте поясницу | Колени не должны выходить за носки | Начинайте с легкого веса",UPDATE exercises SET instructions_ru = '[\"Встаньте прямо, ноги на ширине плеч\",\"Возьмите гантели или штангу\",\"Приседайте до параллели с полом\",\"Вставайте, используя силу ног\",\"Выполните 3-4 подхода по 8-12 повторений\"]' WHERE exercise_id = '41';,UPDATE exercises SET tips_ru = '[\"Держите спину прямой\",\"Не округляйте поясницу\",\"Колени не должны выходить за носки\",\"Начинайте с легкого веса\"]' WHERE exercise_id = '41';
42,"Становая тяга","Встаньте прямо, ноги на ширине плеч | Возьмите штангу с пола прямым хватом | Согните ноги в коленях и отведите таз назад | Поднимите штангу, разгибая ноги и спину | Верните штангу на пол контролируемо","Держите спину прямой на протяжении всего движения | Не округляйте поясницу | Двигайте штангу близко к телу | Начинайте с легкого веса",UPDATE exercises SET instructions_ru = '[\"Встаньте прямо, ноги на ширине плеч\",\"Возьмите штангу с пола прямым хватом\",\"Согните ноги в коленях и отведите таз назад\",\"Поднимите штангу, разгибая ноги и спину\",\"Верните штангу на пол контролируемо\"]' WHERE exercise_id = '42';,UPDATE exercises SET tips_ru = '[\"Держите спину прямой на протяжении всего движения\",\"Не округляйте поясницу\",\"Двигайте штангу близко к телу\",\"Начинайте с легкого веса\"]' WHERE exercise_id = '42';
43,"Жим лежа","Лягте на скамью, ноги на полу | Возьмите штангу широким хватом | Опустите штангу к груди контролируемо | Выжмите штангу вверх | Выполните 3-4 подхода по 6-10 повторений","Держите лопатки сведенными | Не отрывайте ноги от пола | Дышите правильно: выдох на усилии | Используйте страховку",UPDATE exercises SET instructions_ru = '[\"Лягте на скамью, ноги на полу\",\"Возьмите штангу широким хватом\",\"Опустите штангу к груди контролируемо\",\"Выжмите штангу вверх\",\"Выполните 3-4 подхода по 6-10 повторений\"]' WHERE exercise_id = '43';,UPDATE exercises SET tips_ru = '[\"Держите лопатки сведенными\",\"Не отрывайте ноги от пола\",\"Дышите правильно: выдох на усилии\",\"Используйте страховку\"]' WHERE exercise_id = '43';
44,"Подтягивания","Повисните на перекладине прямым хватом | Подтянитесь, пока подбородок не окажется над перекладиной | Опуститесь в исходное положение | Держите корпус напряженным | Выполните 3-4 подхода по максимальному количеству","Не раскачивайтесь | Подтягивайтесь плавно и контролируемо | Полностью выпрямляйте руки внизу | При необходимости используйте помощь",UPDATE exercises SET instructions_ru = '[\"Повисните на перекладине прямым хватом\",\"Подтянитесь, пока подбородок не окажется над перекладиной\",\"Опуститесь в исходное положение\",\"Держите корпус напряженным\",\"Выполните 3-4 подхода по максимальному количеству\"]' WHERE exercise_id = '44';,UPDATE exercises SET tips_ru = '[\"Не раскачивайтесь\",\"Подтягивайтесь плавно и контролируемо\",\"Полностью выпрямляйте руки внизу\",\"При необходимости используйте помощь\"]' WHERE exercise_id = '44';
45,"Отжимания на брусьях","Встаньте между брусьями | Подпрыгните и зафиксируйтесь на брусьях | Опуститесь, сгибая руки в локтях | Отожмитесь вверх, разгибая руки | Выполните 3-4 подхода по 5-15 повторений","Держите корпус прямым | Не раскачивайтесь | Опускайтесь до комфортной глубины | При необходимости используйте помощь ног",UPDATE exercises SET instructions_ru = '[\"Встаньте между брусьями\",\"Подпрыгните и зафиксируйтесь на брусьях\",\"Опуститесь, сгибая руки в локтях\",\"Отожмитесь вверх, разгибая руки\",\"Выполните 3-4 подхода по 5-15 повторений\"]' WHERE exercise_id = '45';,UPDATE exercises SET tips_ru = '[\"Держите корпус прямым\",\"Не раскачивайтесь\",\"Опускайтесь до комфортной глубины\",\"При необходимости используйте помощь ног\"]' WHERE exercise_id = '45';
46,"Стойка на одной ноге","Встаньте на одну ногу | Поднимите другую ногу перед собой | Держите равновесие как можно дольше | Работайте руками для баланса | Поменяйте ноги и повторите","Смотрите вперед, не вниз | Держите корпус напряженным | Начинайте с коротких подходов | Постепенно увеличивайте время",UPDATE exercises SET instructions_ru = '[\"Встаньте на одну ногу\",\"Поднимите другую ногу перед собой\",\"Держите равновесие как можно дольше\",\"Работайте руками для баланса\",\"Поменяйте ноги и повторите\"]' WHERE exercise_id = '46';,UPDATE exercises SET tips_ru = '[\"Смотрите вперед, не вниз\",\"Держите корпус напряженным\",\"Начинайте с коротких подходов\",\"Постепенно увеличивайте время\"]' WHERE exercise_id = '46';
47,"Планка на одной ноге","Примите положение планки | Поднимите одну ногу вверх | Держите ногу прямой | Удерживайте позицию 30-60 секунд | Поменяйте ноги и повторите","Держите корпус прямым | Не раскачивайтесь из стороны в сторону | Дышите равномерно | Начинайте с коротких подходов",UPDATE exercises SET instructions_ru = '[\"Примите положение планки\",\"Поднимите одну ногу вверх\",\"Держите ногу прямой\",\"Удерживайте позицию 30-60 секунд\",\"Поменяйте ноги и повторите\"]' WHERE exercise_id = '47';,UPDATE exercises SET tips_ru = '[\"Держите корпус прямым\",\"Не раскачивайтесь из стороны в сторону\",\"Дышите равномерно\",\"Начинайте с коротких подходов\"]' WHERE exercise_id = '47';
48,"Приседания на одной ноге","Встаньте на одну ногу | Другую ногу вытяните вперед | Приседайте на опорной ноге | Вернитесь в исходное положение | Выполните 3-4 подхода по 5-10 повторений на каждую ногу","Держите спину прямой | Не касайтесь пола второй ногой | Работайте руками для баланса | Начинайте с небольшой амплитуды",UPDATE exercises SET instructions_ru = '[\"Встаньте на одну ногу\",\"Другую ногу вытяните вперед\",\"Приседайте на опорной ноге\",\"Вернитесь в исходное положение\",\"Выполните 3-4 подхода по 5-10 повторений на каждую ногу\"]' WHERE exercise_id = '48';,UPDATE exercises SET tips_ru = '[\"Держите спину прямой\",\"Не касайтесь пола второй ногой\",\"Работайте руками для баланса\",\"Начинайте с небольшой амплитуды\"]' WHERE exercise_id = '48';
49,"Босу-мяч упражнения","Встаньте на полусферу босу-мяч | Держите равновесие | Выполняйте приседания | Делайте повороты корпуса | Выполните 3-4 подхода по 10-15 повторений","Начинайте с простых упражнений | Следите за техникой | Не торопитесь | Используйте помощь для поддержки",UPDATE exercises SET instructions_ru = '[\"Встаньте на полусферу босу-мяч\",\"Держите равновесие\",\"Выполняйте приседания\",\"Делайте повороты корпуса\",\"Выполните 3-4 подхода по 10-15 повторений\"]' WHERE exercise_id = '49';,UPDATE exercises SET tips_ru = '[\"Начинайте с простых упражнений\",\"Следите за техникой\",\"Не торопитесь\",\"Используйте помощь для поддержки\"]' WHERE exercise_id = '49';
50,"Йога-баланс","Встаньте прямо, ноги вместе | Поднимите одну ногу и поставьте на бедро другой | Сложите руки перед грудью | Держите равновесие | Выполните для обеих ног по 30-60 секунд","Смотрите вперед в одну точку | Дышите глубоко и равномерно | Не торопитесь | При потере баланса начните заново",UPDATE exercises SET instructions_ru = '[\"Встаньте прямо, ноги вместе\",\"Поднимите одну ногу и поставьте на бедро другой\",\"Сложите руки перед грудью\",\"Держите равновесие\",\"Выполните для обеих ног по 30-60 секунд\"]' WHERE exercise_id = '50';,UPDATE exercises SET tips_ru = '[\"Смотрите вперед в одну точку\",\"Дышите глубоко и равномерно\",\"Не торопитесь\",\"При потере баланса начните заново\"]' WHERE exercise_id = '50';
51,"Ходьба по бревну","Найдите устойчивое бревно или доску | Встаньте на бревно | Идите медленно вперед | Держите равновесие | Выполните несколько проходов","Начинайте с широкого бревна | Смотрите вперед, а не вниз | Работайте руками для баланса | Не торопитесь",UPDATE exercises SET instructions_ru = '[\"Найдите устойчивое бревно или доску\",\"Встаньте на бревно\",\"Идите медленно вперед\",\"Держите равновесие\",\"Выполните несколько проходов\"]' WHERE exercise_id = '51';,UPDATE exercises SET tips_ru = '[\"Начинайте с широкого бревна\",\"Смотрите вперед, а не вниз\",\"Работайте руками для баланса\",\"Не торопитесь\"]' WHERE exercise_id = '51';
52,"Стойка на руках у стены","Встаньте лицом к стене | Поставьте руки на пол на расстоянии 30 см от стены | Поднимите ноги вверх по стене | Держите стойку на руках | Опустите ноги контролируемо","Начинайте с коротких подходов | Используйте помощь для страховки | Держите корпус напряженным | Не перенапрягайтесь",UPDATE exercises SET instructions_ru = '[\"Встаньте лицом к стене\",\"Поставьте руки на пол на расстоянии 30 см от стены\",\"Поднимите ноги вверх по стене\",\"Держите стойку на руках\",\"Опустите ноги контролируемо\"]' WHERE exercise_id = '52';,UPDATE exercises SET tips_ru = '[\"Начинайте с коротких подходов\",\"Используйте помощь для страховки\",\"Держите корпус напряженным\",\"Не перенапрягайтесь\"]' WHERE exercise_id = '52';
53,"Фартлек","Начните с медленного бега 5-10 минут | Увеличьте скорость до 80% от максимальной на 2-3 минуты | Вернитесь к медленному бегу на 1-2 минуты | Повторите цикл 4-6 раз | Завершите медленным бегом 5-10 минут","Слушайте свое тело | Не превышайте 80% от максимальной скорости | Дышите глубоко | Пейте воду во время тренировки",UPDATE exercises SET instructions_ru = '[\"Начните с медленного бега 5-10 минут\",\"Увеличьте скорость до 80% от максимальной на 2-3 минуты\",\"Вернитесь к медленному бегу на 1-2 минуты\",\"Повторите цикл 4-6 раз\",\"Завершите медленным бегом 5-10 минут\"]' WHERE exercise_id = '53';,UPDATE exercises SET tips_ru = '[\"Слушайте свое тело\",\"Не превышайте 80% от максимальной скорости\",\"Дышите глубоко\",\"Пейте воду во время тренировки\"]' WHERE exercise_id = '53';
54,"Повторные спринты","Выполните 10-минутную разминку | Пробегите спринт на максимальной скорости 30 секунд | Отдохните 2-3 минуты | Повторите спринт | Выполните 6-8 спринтов","Не экономьте на разминке | Отдыхайте полностью между спринтами | Следите за техникой бега | Не тренируйтесь ежедневно",UPDATE exercises SET instructions_ru = '[\"Выполните 10-минутную разминку\",\"Пробегите спринт на максимальной скорости 30 секунд\",\"Отдохните 2-3 минуты\",\"Повторите спринт\",\"Выполните 6-8 спринтов\"]' WHERE exercise_id = '54';,UPDATE exercises SET tips_ru = '[\"Не экономьте на разминке\",\"Отдыхайте полностью между спринтами\",\"Следите за техникой бега\",\"Не тренируйтесь ежедневно\"]' WHERE exercise_id = '54';
55,"Интервалы на велосипеде","Начните с 5-минутной разминки | Увеличьте нагрузку до 80% от максимальной | Крутите педали с высокой интенсивностью 2-3 минуты | Снизьте нагрузку до 50% на 1-2 минуты | Повторите цикл 6-8 раз","Поддерживайте высокий каденс | Дышите глубоко | Следите за пульсом | Пейте воду регулярно",UPDATE exercises SET instructions_ru = '[\"Начните с 5-минутной разминки\",\"Увеличьте нагрузку до 80% от максимальной\",\"Крутите педали с высокой интенсивностью 2-3 минуты\",\"Снизьте нагрузку до 50% на 1-2 минуты\",\"Повторите цикл 6-8 раз\"]' WHERE exercise_id = '55';,UPDATE exercises SET tips_ru = '[\"Поддерживайте высокий каденс\",\"Дышите глубоко\",\"Следите за пульсом\",\"Пейте воду регулярно\"]' WHERE exercise_id = '55';
56,"Бег по холмам","Найдите холм с уклоном 5-10% | Выполните 10-минутную разминку | Бегите вверх по холму с умеренной скоростью | Спускайтесь вниз для восстановления | Повторите 6-10 подъемов","Начинайте с небольшого уклона | Держите спину прямой при подъеме | Работайте руками активно | Не торопитесь на спуске",UPDATE exercises SET instructions_ru = '[\"Найдите холм с уклоном 5-10%\",\"Выполните 10-минутную разминку\",\"Бегите вверх по холму с умеренной скоростью\",\"Спускайтесь вниз для восстановления\",\"Повторите 6-10 подъемов\"]' WHERE exercise_id = '56';,UPDATE exercises SET tips_ru = '[\"Начинайте с небольшого уклона\",\"Держите спину прямой при подъеме\",\"Работайте руками активно\",\"Не торопитесь на спуске\"]' WHERE exercise_id = '56';
57,"Плиометрические круги","Выполните 10-минутную разминку | Сделайте прыжки в длину с места | Выполните прыжки через препятствия | Сделайте прыжки на ящик | Отдохните 2-3 минуты и повторите круг","Следите за техникой приземления | Приземляйтесь на полусогнутые ноги | Работайте руками для баланса | Не переусердствуйте с количеством",UPDATE exercises SET instructions_ru = '[\"Выполните 10-минутную разминку\",\"Сделайте прыжки в длину с места\",\"Выполните прыжки через препятствия\",\"Сделайте прыжки на ящик\",\"Отдохните 2-3 минуты и повторите круг\"]' WHERE exercise_id = '57';,UPDATE exercises SET tips_ru = '[\"Следите за техникой приземления\",\"Приземляйтесь на полусогнутые ноги\",\"Работайте руками для баланса\",\"Не переусердствуйте с количеством\"]' WHERE exercise_id = '57';
58,"Легкая растяжка","Начните с легких движений | Выполните растяжку основных мышечных групп | Дышите глубоко и равномерно | Двигайтесь плавно и медленно | Завершите глубоким дыханием","Не растягивайтесь до боли | Дышите глубоко | Расслабляйтесь полностью | Выполняйте регулярно",UPDATE exercises SET instructions_ru = '[\"Начните с легких движений\",\"Выполните растяжку основных мышечных групп\",\"Дышите глубоко и равномерно\",\"Двигайтесь плавно и медленно\",\"Завершите глубоким дыханием\"]' WHERE exercise_id = '58';,UPDATE exercises SET tips_ru = '[\"Не растягивайтесь до боли\",\"Дышите глубоко\",\"Расслабляйтесь полностью\",\"Выполняйте регулярно\"]' WHERE exercise_id = '58';
59,"Фоам-роллинг","Лягте на фоам-роллер | Медленно катайте роллер под мышцами | Остановитесь на болезненных точках | Держите давление 30-60 секунд | Повторите для всех групп мышц","Не катайте по суставам | Дышите глубоко | Не терпите сильную боль | Начинайте с мягкого роллера",UPDATE exercises SET instructions_ru = '[\"Лягте на фоам-роллер\",\"Медленно катайте роллер под мышцами\",\"Остановитесь на болезненных точках\",\"Держите давление 30-60 секунд\",\"Повторите для всех групп мышц\"]' WHERE exercise_id = '59';,UPDATE exercises SET tips_ru = '[\"Не катайте по суставам\",\"Дышите глубоко\",\"Не терпите сильную боль\",\"Начинайте с мягкого роллера\"]' WHERE exercise_id = '59';
60,"Легкий бег","Начните с медленного темпа | Держите пульс на уровне 60-70% от максимального | Дышите глубоко и равномерно | Поддерживайте постоянный темп | Завершите постепенным снижением темпа","Следите за пульсом | Дышите через нос | Не перенапрягайтесь | Наслаждайтесь процессом",UPDATE exercises SET instructions_ru = '[\"Начните с медленного темпа\",\"Держите пульс на уровне 60-70% от максимального\",\"Дышите глубоко и равномерно\",\"Поддерживайте постоянный темп\",\"Завершите постепенным снижением темпа\"]' WHERE exercise_id = '60';,UPDATE exercises SET tips_ru = '[\"Следите за пульсом\",\"Дышите через нос\",\"Не перенапрягайтесь\",\"Наслаждайтесь процессом\"]' WHERE exercise_id = '60';
61,"Плавание","Начните с разминки на суше | Войдите в воду постепенно | Плавайте в комфортном темпе | Меняйте стили плавания | Завершите медленным плаванием","Не плавайте в одиночку | Следите за техникой | Дышите равномерно | Не переусердствуйте",UPDATE exercises SET instructions_ru = '[\"Начните с разминки на суше\",\"Войдите в воду постепенно\",\"Плавайте в комфортном темпе\",\"Меняйте стили плавания\",\"Завершите медленным плаванием\"]' WHERE exercise_id = '61';,UPDATE exercises SET tips_ru = '[\"Не плавайте в одиночку\",\"Следите за техникой\",\"Дышите равномерно\",\"Не переусердствуйте\"]' WHERE exercise_id = '61';
62,"Велосипед восстановления","Начните с медленного темпа | Держите пульс на уровне 50-60% от максимального | Крутите педали легко и ритмично | Дышите глубоко | Завершите постепенным снижением темпа","Поддерживайте высокий каденс | Дышите глубоко | Не перенапрягайтесь | Наслаждайтесь поездкой",UPDATE exercises SET instructions_ru = '[\"Начните с медленного темпа\",\"Держите пульс на уровне 50-60% от максимального\",\"Крутите педали легко и ритмично\",\"Дышите глубоко\",\"Завершите постепенным снижением темпа\"]' WHERE exercise_id = '62';,UPDATE exercises SET tips_ru = '[\"Поддерживайте высокий каденс\",\"Дышите глубоко\",\"Не перенапрягайтесь\",\"Наслаждайтесь поездкой\"]' WHERE exercise_id = '62';
63,"Йога восстановления","Начните с простых поз | Выполняйте растяжку медленно | Дышите глубоко и равномерно | Расслабляйтесь в каждой позе | Завершите медитацией","Не форсируйте позы | Дышите через нос | Слушайте свое тело | Наслаждайтесь процессом",UPDATE exercises SET instructions_ru = '[\"Начните с простых поз\",\"Выполняйте растяжку медленно\",\"Дышите глубоко и равномерно\",\"Расслабляйтесь в каждой позе\",\"Завершите медитацией\"]' WHERE exercise_id = '63';,UPDATE exercises SET tips_ru = '[\"Не форсируйте позы\",\"Дышите через нос\",\"Слушайте свое тело\",\"Наслаждайтесь процессом\"]' WHERE exercise_id = '63';
65,"Контрастный душ","Начните с теплой воды | Постепенно переходите к холодной воде | Держите холодную воду 30-60 секунд | Вернитесь к теплой воде | Повторите цикл 3-5 раз","Начинайте постепенно | Дышите глубоко | Не переохлаждайтесь | Слушайте свое тело",UPDATE exercises SET instructions_ru = '[\"Начните с теплой воды\",\"Постепенно переходите к холодной воде\",\"Держите холодную воду 30-60 секунд\",\"Вернитесь к теплой воде\",\"Повторите цикл 3-5 раз\"]' WHERE exercise_id = '65';,UPDATE exercises SET tips_ru = '[\"Начинайте постепенно\",\"Дышите глубоко\",\"Не переохлаждайтесь\",\"Слушайте свое тело\"]' WHERE exercise_id = '65';
